symbol,date,ADJ_RSI_14,ADJ_MACD,ADJ_EMA_50,ADJ_SMA_50,ADJ_ATR_14,ADJ_OBV,ADJ_VWAP,ADJ_CCI_14
AAPL,2025-04-03,31.939167766964970951,-4.047341191426738760,227.443661821402713485,229.721000000000032060,7.094087940027746342,1896892807.000000000000000000,217.971719327380895947,-210.491838806078874313
AAPL,2025-04-02,48.972765120357202306,-2.777032139142761480,228.433607201868142056,230.133800000000007913,5.898248550799112699,2000311813.000000000000000000,218.083918413850000206,85.314428946199555526
AAPL,2025-04-01,48.103679916515666548,-3.222899026749104223,228.619060557046424265,230.108800000000002228,6.031190747014430364,1964405909.000000000000000000,218.068577225007629750,71.638588276651390174
AAPL,2025-03-31,46.830331010039870421,-3.673836050177612833,228.840654865497299397,230.244599999999991269,6.127436189092463792,1927993169.000000000000000000,218.054817198052347749,71.684567969586652225
AAPL,2025-03-28,41.512645456211487272,-4.088030781169209149,229.114559145721671030,230.367200000000025284,5.876469742099575733,1862693848.000000000000000000,218.035087128004903434,43.339805944573889462
AAPL,2025-03-27,47.750389163963077976,-4.126540699181475702,229.572296253710305791,230.766600000000039472,5.853890491491852366,1902512465.000000000000000000,218.035487125311533418,77.153685012957467393
AAPL,2025-03-26,44.744236467263625912,-4.721489129819929076,229.805859366106659536,230.955200000000047567,5.963428221606609902,1865417691.000000000000000000,218.019403548403204240,37.378583694005364180
AAPL,2025-03-25,47.154891300257268938,-5.175965284855635673,230.143649544315081812,231.212600000000009004,6.072153469422501892,1899950347.000000000000000000,218.010340229931784961,25.007876716664380723
AAPL,2025-03-24,43.295824898263795433,-5.906791718594234908,230.404614831838159716,231.474600000000037880,6.230011428608849045,1865456764.000000000000000000,217.995500629599263220,-5.981959603780494739
AAPL,2025-03-21,39.980603306264320906,-6.446184123568315272,230.799497069872359134,231.914000000000044110,6.462320000040301160,1821157281.000000000000000000,217.986390623191084615,-44.380289624278944416
AAPL,2025-03-20,33.897399993314259348,-6.790409569574222814,231.310905113540627553,232.392800000000022465,6.377883076966478271,1727029513.000000000000000000,217.984368694839901082,-60.908042649175477834
AAPL,2025-03-19,34.792582284143932725,-6.706414999646142405,232.013391036542287793,233.010800000000017462,6.463112544425437811,1775892460.000000000000000000,217.998797746172726875,-61.109730811038105003
AAPL,2025-03-18,31.008216458901451063,-6.617732257670354556,232.698019242115435645,233.573200000000042564,6.493351970919703398,1721507069.000000000000000000,218.010251269229570426,-89.192159112981897806
AAPL,2025-03-17,31.891118023751296562,-6.148646543255154029,233.514673088732394035,234.196400000000039654,6.711302122528911340,1763939495.000000000000000000,218.027540514036104469,-108.108411774987061449
AAPL,2025-03-14,31.182769674357992074,-5.593869554408769318,234.311190357660251493,234.924800000000033151,6.823709978108057683,1715866069.000000000000000000,218.042423597294146020,-137.309623465067176085
AAPL,2025-03-13,25.831819910190500167,-4.752479731489785308,235.161034862054549421,235.699000000000040700,7.012456899500987717,1655758487.000000000000000000,218.063555134769245569,-185.937974187919479618
AAPL,2025-03-12,29.979123375223228010,-3.221506106869725272,236.201077101322084673,236.617200000000053706,6.893415122539524376,1717126817.000000000000000000,218.103475526699043030,-194.062664361930671930
AAPL,2025-03-11,32.544609283021614488,-1.963841500800185713,236.985610860559717139,237.458000000000055252,6.897523978119487253,1779674284.000000000000000000,218.108954617241721508,-219.960491329533226690
AAPL,2025-03-10,37.697615629192114284,-0.723057345405237584,237.644615385480534542,238.205200000000075988,6.656564284128678288,1855811694.000000000000000000,218.092644839635227072,-162.712850883599145391
AAPL,2025-03-07,50.711975739326717871,0.195078901595678644,238.059497646112390612,238.761000000000080945,6.026299998292423687,1927262975.000000000000000000,218.039737599379378707,-47.744735202755286707
AAPL,2025-03-06,45.025054289745135350,0.184044381926327105,238.018252652076171216,239.069400000000086948,5.981399998161070819,1880989410.000000000000000000,217.962695595030567119,-105.632229751793630612
AAPL,2025-03-05,45.560171278798861749,0.548083313083992607,238.127977250120096642,239.358600000000109276,6.079823074942689587,1926159829.000000000000000000,217.900366287590912862,-150.672333706117910879
AAPL,2025-03-04,45.794373861702084128,0.963011791571261710,238.225445709308672804,239.604800000000096816,5.984424849938279500,1973387472.000000000000000000,217.833173809910704222,-96.985913087170530389
AAPL,2025-03-03,48.344951027563162427,1.459258514417626884,238.319137370913097129,239.955800000000095906,6.030149838395071349,2027185534.000000000000000000,217.755195317527011412,-38.931430563975176540
AAPL,2025-02-28,53.350933979515815508,1.857606025913668191,238.330938896256498083,240.216000000000093451,5.885145979810077144,2074369519.000000000000000000,217.678282011173507726,-39.769489989604736024
AAPL,2025-02-27,47.314577134557481486,1.951095307482574981,238.187711912430245320,240.341800000000063164,5.423234132103158522,2017536159.000000000000000000,217.567372110756053871,-16.169772033097562058
AAPL,2025-02-26,51.484095907178250684,2.504296604212584043,238.223945051713116072,240.555000000000063665,5.425021373034169869,2058689798.000000000000000000,217.501564170807085929,19.032160425275922222
AAPL,2025-02-25,62.680977442517360032,2.862392854159452327,238.136759135456514969,240.677600000000069258,5.233869170959875916,2103123362.000000000000000000,217.418958587134483196,84.121226965502657436
AAPL,2025-02-24,62.794881276048407415,2.597673626212952058,237.773361549148603444,240.692200000000042337,5.244936030264480742,2151136634.000000000000000000,217.302837102130467883,90.829977870377476279
AAPL,2025-02-21,61.099148343837207165,2.215902195252681395,237.392682428705683151,240.685200000000037335,5.306854186438669352,2099810238.000000000000000000,217.177439138500318450,103.450382066245268220
AAPL,2025-02-20,61.569870510235510608,1.854209900532424626,237.059730691101833600,240.631000000000057071,5.448150662318567150,2153007669.000000000000000000,217.053141624592882408,111.011545769132894179
AAPL,2025-02-19,60.603563906298830943,1.337079591263574230,236.701760515228443182,240.575200000000080536,5.675700713266148334,2120690762.000000000000000000,216.976351783805029072,117.689911418346028427
AAPL,2025-02-18,60.216529260273354396,0.755330293378420947,236.368362985237780549,240.538000000000067757,5.893093075825085236,2088486547.000000000000000000,216.901980542578968425,126.998568624299238650
AAPL,2025-02-14,60.395588527298471604,0.042547294355870235,236.037683923410753550,240.501600000000081536,6.089484850888553069,2137309038.000000000000000000,216.790095633769084316,151.137655728235330344
AAPL,2025-02-13,57.632980055909676764,-0.881078239587196776,235.688201634570361875,240.401400000000080581,6.207137531726133695,2096412811.000000000000000000,216.695230265392552838,116.106166337632103591
AAPL,2025-02-12,53.013280195677623396,-1.734562783062358449,235.449760884960994645,240.317400000000048976,6.163848111089682114,2042798757.000000000000000000,216.583669811359243340,47.624527166303039394
AAPL,2025-02-11,48.232953707638095864,-2.324216687162447670,235.391791941490026829,240.278600000000039927,6.154913350404272343,1997555465.000000000000000000,216.506476689026158056,8.682809156192927702
AAPL,2025-02-10,41.803699717042754003,-2.610295427491507780,235.504926306448794548,240.327400000000011460,6.045291300435371440,1943837103.000000000000000000,216.433345813942764835,-35.975492485645290230
AAPL,2025-02-07,41.436793783846972872,-2.431431631657062553,235.825535543446704878,240.431800000000038153,6.249929092776552508,1910721458.000000000000000000,216.401875517831626894,-11.390851494344760297
AAPL,2025-02-06,47.444514973213379960,-2.140279199422451484,236.170251279913912867,240.481600000000071304,6.212231330682440600,1950428682.000000000000000000,216.364818928303947132,29.104440086488423844
AAPL,2025-02-05,46.519859601505899604,-2.332149670287776644,236.290669699502245749,240.387600000000105638,6.430479894581089262,1920503333.000000000000000000,216.321830987358850962,11.402052199088016593
AAPL,2025-02-04,46.856682320088140159,-2.466760348806246839,236.446615401522734601,240.318200000000103955,6.576670655702710810,1960168322.000000000000000000,216.267056888341500098,1.250146318622829877
AAPL,2025-02-03,41.109644609692850281,-2.636292373405382250,236.595456846482846913,240.227800000000144109,6.584106859987534754,1915101021.000000000000000000,216.203093225943547395,-31.063967897146767427
AAPL,2025-01-31,49.381118165315427859,-2.326621723007832543,236.945883656543372808,240.228000000000150749,6.298268926140421442,1988164322.000000000000000000,216.128570352532904053,96.681604266049930629
AAPL,2025-01-30,51.287985439834514523,-2.711054867802090484,236.984491152728821817,240.008000000000151886,5.725058843535838271,2089239450.000000000000000000,215.953530733076775050,96.771751196410889406
AAPL,2025-01-29,53.420330963550632930,-3.324188738171471869,236.959776505901430710,239.820600000000126784,5.890063369961672457,2144897729.000000000000000000,215.848069993228506291,79.581610926421205932
AAPL,2025-01-28,52.275292841816359157,-4.238636860160454489,236.861808200019851256,239.535800000000136833,5.893529783035647007,2099411629.000000000000000000,215.754038127923905677,54.410754270891729334
AAPL,2025-01-27,42.200122908678132205,-5.232152290624043189,236.804739146959434493,239.255200000000115779,5.552262843269160086,2023704060.000000000000000000,215.603222792481290071,-39.547609856393634686
AAPL,2025-01-24,30.759849643664971097,-5.568862497643067400,237.088197887651659812,239.142600000000101090,5.258590754289864222,1928840642.000000000000000000,215.482499580434648578,-100.650027830388438588
AAPL,2025-01-23,31.478958384801853043,-5.196752798272513019,237.672205964698662228,239.226200000000062573,5.338482350773700702,1983538549.000000000000000000,215.446694791361892385,-105.183773108524704298
AAPL,2025-01-22,31.611525982536488044,-4.735816377646500541,238.244132738768001900,239.297600000000045384,5.385288685448601065,2043773309.000000000000000000,215.402076356733516604,-138.314772792105344479
AAPL,2025-01-21,29.686807545470195180,-4.095918380736264908,238.832464687289132144,239.275400000000047385,5.466464738175415228,1979646809.000000000000000000,215.353050372282353919,-161.976126659630836002
AAPL,2025-01-17,35.391741823089660102,-3.098435215505588758,239.493381613300925892,239.291600000000073578,5.071577410342754888,2077717238.000000000000000000,215.287642064904218842,-112.892413727989307404
AAPL,2025-01-16,32.572231837039801405,-2.527561281476494059,239.881682903639728011,239.132200000000096907,5.151698749599889382,2009228937.000000000000000000,215.194961661389726260,-118.760950430055260085
AAPL,2025-01-15,42.105297999613654270,-1.587026750676074016,240.356037307869911501,239.025200000000069167,4.780290961107573899,2080987989.000000000000000000,215.108036136310630582,-78.828846121202005293
AAPL,2025-01-14,33.469316813704480751,-1.341951378626447422,240.457508218395219046,238.786000000000058208,4.711082573500464221,2041156020.000000000000000000,215.023662200008374157,-116.441926415379825244
